name,meeting_date,calendar_link,meeting_time,meeting_location,meeting_details,agenda,minutes,video,eComment
"*Life Enrichment Committee", "9/11/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=630790&GUID=253E8DA4-309E-4A8C-B874-A0625376FA7A", "4:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=630790&GUID=253E8DA4-309E-4A8C-B874-A0625376FA7A&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=630790&GUID=253E8DA4-309E-4A8C-B874-A0625376FA7A", "https://oakland.legistar.com/View.ashx?M=M&ID=630790&GUID=253E8DA4-309E-4A8C-B874-A0625376FA7A", "https://oakland.legistar.com/Calendar.aspx#", "None"
"*Public Works Committee", "9/11/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=630789&GUID=FDC92E87-1AC0-4FB3-813F-DCB09EE775BE", "11:30 AM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=630789&GUID=FDC92E87-1AC0-4FB3-813F-DCB09EE775BE&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=630789&GUID=FDC92E87-1AC0-4FB3-813F-DCB09EE775BE", "https://oakland.legistar.com/View.ashx?M=M&ID=630789&GUID=FDC92E87-1AC0-4FB3-813F-DCB09EE775BE", "https://oakland.legistar.com/Calendar.aspx#", "None"
"Office of the Mayor Annual Recess Agenda", "8/21/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=621352&GUID=736062FF-F72A-4792-ACE9-04B45CC1BA6B", "8:30 AM", "Oakland City Hall - 3rd Floor
THIS IS NOT AN ACTUAL MEETING OF THE OAKLAND CITY COUNCIL. THIS AGENDA SERVES AS NOTICE OF ACTIONS TAKEN WITHIN THE MAYOR'S AUTHORITY DURING THE AUGUST RECESS PERIOD.", "https://oakland.legistar.com/MeetingDetail.aspx?ID=621352&GUID=736062FF-F72A-4792-ACE9-04B45CC1BA6B&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=621352&GUID=736062FF-F72A-4792-ACE9-04B45CC1BA6B", "https://oakland.legistar.com/View.ashx?M=M&ID=621352&GUID=736062FF-F72A-4792-ACE9-04B45CC1BA6B", "None", "None"
"Special Concurrent Meeting of the Oakland Redevelopment Successor Agency / City Council / Geologic Hazard Abatement District Board", "7/24/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=613994&GUID=396861D8-D932-4ECA-BD9A-3F98489C6E33", "3:00 PM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=613994&GUID=396861D8-D932-4ECA-BD9A-3F98489C6E33&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=613994&GUID=396861D8-D932-4ECA-BD9A-3F98489C6E33", "https://oakland.legistar.com/View.ashx?M=M&ID=613994&GUID=396861D8-D932-4ECA-BD9A-3F98489C6E33", "https://oakland.legistar.com/Calendar.aspx#", "None"
"*Special Public Safety Committee", "7/17/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=613318&GUID=32CF8100-288B-4DD1-B31E-87EBC9F6115B", "6:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=613318&GUID=32CF8100-288B-4DD1-B31E-87EBC9F6115B&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=613318&GUID=32CF8100-288B-4DD1-B31E-87EBC9F6115B", "https://oakland.legistar.com/View.ashx?M=M&ID=613318&GUID=32CF8100-288B-4DD1-B31E-87EBC9F6115B", "https://oakland.legistar.com/Calendar.aspx#", "None"
"* Special Concurrent Meeting of the Oakland Redevelopment Successor Agency and Community & Economic Development Committee", "7/17/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=613317&GUID=77494A01-F470-47E1-A136-EAC24A01BFDD", "11:30 AM", "Council Chambers - 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=613317&GUID=77494A01-F470-47E1-A136-EAC24A01BFDD&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=613317&GUID=77494A01-F470-47E1-A136-EAC24A01BFDD", "https://oakland.legistar.com/View.ashx?M=M&ID=613317&GUID=77494A01-F470-47E1-A136-EAC24A01BFDD", "https://oakland.legistar.com/Calendar.aspx#", "None"
"*Special Finance & Management Committee", "7/17/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=613316&GUID=A5A539EE-F31E-4701-90E8-5988B17D828A", "9:00 AM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=613316&GUID=A5A539EE-F31E-4701-90E8-5988B17D828A&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=613316&GUID=A5A539EE-F31E-4701-90E8-5988B17D828A", "https://oakland.legistar.com/View.ashx?M=M&ID=613316&GUID=A5A539EE-F31E-4701-90E8-5988B17D828A", "https://oakland.legistar.com/Calendar.aspx#", "None"
"Special Concurrent Meeting of the Oakland Redevelopment Successor Agency/City Council", "7/10/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=612972&GUID=B5BA5A96-20D8-4FE4-82A0-2CD27279BDD9", "5:30 PM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=612972&GUID=B5BA5A96-20D8-4FE4-82A0-2CD27279BDD9&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=612972&GUID=B5BA5A96-20D8-4FE4-82A0-2CD27279BDD9", "https://oakland.legistar.com/View.ashx?M=M&ID=612972&GUID=B5BA5A96-20D8-4FE4-82A0-2CD27279BDD9", "https://oakland.legistar.com/Calendar.aspx#", "None"
"Meeting of the Oakland City Council - CANCELLATION", "7/3/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=611809&GUID=82187667-7B35-4BEE-BDDF-2860B8023CFA", "5:30 PM", "City Council Chamber, 3rd Floor
CANCELLATION NOTICE", "https://oakland.legistar.com/MeetingDetail.aspx?ID=611809&GUID=82187667-7B35-4BEE-BDDF-2860B8023CFA&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=611809&GUID=82187667-7B35-4BEE-BDDF-2860B8023CFA", "None", "None", "None"
"*Public Safety Committee", "6/26/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=610923&GUID=5AFD86EE-B1F2-465C-981E-0319CDB76000", "6:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=610923&GUID=5AFD86EE-B1F2-465C-981E-0319CDB76000&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=610923&GUID=5AFD86EE-B1F2-465C-981E-0319CDB76000", "https://oakland.legistar.com/View.ashx?M=M&ID=610923&GUID=5AFD86EE-B1F2-465C-981E-0319CDB76000", "https://oakland.legistar.com/Calendar.aspx#", "None"
"* Special Concurrent Meeting of the Oakland Redevelopment Successor Agency and Community & Economic Development Committee", "6/26/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=610922&GUID=0B508754-5E7E-4D9B-AE36-15C7C7440D4F", "1:00 PM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=610922&GUID=0B508754-5E7E-4D9B-AE36-15C7C7440D4F&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=610922&GUID=0B508754-5E7E-4D9B-AE36-15C7C7440D4F", "https://oakland.legistar.com/View.ashx?M=M&ID=610922&GUID=0B508754-5E7E-4D9B-AE36-15C7C7440D4F", "https://oakland.legistar.com/Calendar.aspx#", "None"
"Concurrent Meeting of the Oakland Redevelopment Successor Agency and Finance and Management Committee", "6/26/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=610921&GUID=2A2D2491-D953-4B42-992D-7EDAAB895EB5", "9:30 AM", "Sgt. Mark Dunakin Room - Hearing Room 1", "https://oakland.legistar.com/MeetingDetail.aspx?ID=610921&GUID=2A2D2491-D953-4B42-992D-7EDAAB895EB5&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=610921&GUID=2A2D2491-D953-4B42-992D-7EDAAB895EB5", "https://oakland.legistar.com/View.ashx?M=M&ID=610921&GUID=2A2D2491-D953-4B42-992D-7EDAAB895EB5", "https://oakland.legistar.com/Calendar.aspx#", "None"
"* Concurrent Meeting of the Oakland Redevelopment Successor Agency and the City Council", "6/19/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=610354&GUID=1176EF24-9E8A-4121-90C7-90AC19B8DF6E", "5:30 PM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=610354&GUID=1176EF24-9E8A-4121-90C7-90AC19B8DF6E&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=610354&GUID=1176EF24-9E8A-4121-90C7-90AC19B8DF6E", "https://oakland.legistar.com/View.ashx?M=M&ID=610354&GUID=1176EF24-9E8A-4121-90C7-90AC19B8DF6E", "https://oakland.legistar.com/Calendar.aspx#", "None"
"*Public Safety Committee - CANCELLED", "6/12/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=609108&GUID=45BC7549-6AE8-4C88-B997-2F28FFC96965", "6:00 PM", "Sgt. Mark Dunakin Room - 1st Floor
THIS MEETING HAS BEEN CANCELLED. THE NEXT REGULARLY SCHEDULED MEETING WILL BE JUNE 26, 2018.", "https://oakland.legistar.com/MeetingDetail.aspx?ID=609108&GUID=45BC7549-6AE8-4C88-B997-2F28FFC96965&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=609108&GUID=45BC7549-6AE8-4C88-B997-2F28FFC96965", "None", "None", "None"
"*Community and Economic Development Committee - CANCELLED", "6/12/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=609107&GUID=4FF70A26-7307-4570-A17F-151637B76951", "1:30 PM", "Sgt. Mark Dunakin Room - 1st Floor
THIS MEETING HAS BEEN CANCELLED. THE NEXT REGULARLY SCHEDULED MEETING WILL BE JUNE 26, 2018.", "https://oakland.legistar.com/MeetingDetail.aspx?ID=609107&GUID=4FF70A26-7307-4570-A17F-151637B76951&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=609107&GUID=4FF70A26-7307-4570-A17F-151637B76951", "None", "None", "None"
"*Finance and Management Committee - CANCELLED", "6/12/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=609106&GUID=DAF818A6-1F19-4C15-8EC2-A88954FCC63F", "9:30 AM", "Sgt. Mark Dunakin Room - 1st Floor
THIS MEETING HAS BEEN CANCELLED. THE NEXT REGULARLY SCHEDULED MEETING WILL BE JUNE 26, 2018.", "https://oakland.legistar.com/MeetingDetail.aspx?ID=609106&GUID=DAF818A6-1F19-4C15-8EC2-A88954FCC63F&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=609106&GUID=DAF818A6-1F19-4C15-8EC2-A88954FCC63F", "None", "None", "None"
"* Concurrent Meeting of the Oakland Redevelopment Successor Agency and the City Council", "6/5/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=609448&GUID=0684687D-60EB-45FB-9E9F-9BB4AD6387E1", "5:30 PM", "City Council Chamber, 3rd Floor
CANCELLED THE CONCURRENT OAKLAND REDEVELOPMENT SUCCESSOR AGENCY AND CITY COUNCIL MEETING HAS BEEN CANCELLED. ALL ITEMS HAVE BEEN REFFERED TO THE *SPECIAL CONCURRENT OAKLAND REDEVELOPMENT SUCCESSOR AGENCY AND CITY COUNCIL MEETING ON JUNE 5, 2018 AT 5 PM", "https://oakland.legistar.com/MeetingDetail.aspx?ID=609448&GUID=0684687D-60EB-45FB-9E9F-9BB4AD6387E1&Options=info&Search=", "None", "None", "None", "None"
"*Rules and Legislation Committee - CANCELLED", "5/31/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=607574&GUID=8D019E88-19B7-4F15-AF14-4D04B4958DDF", "10:45 AM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=607574&GUID=8D019E88-19B7-4F15-AF14-4D04B4958DDF&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=607574&GUID=8D019E88-19B7-4F15-AF14-4D04B4958DDF", "None", "None", "None"
"*Rules & Legislation Committee", "5/24/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=606555&GUID=46DC5E5D-AA49-47EF-B04C-57ACAF3DA135", "10:45 AM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=606555&GUID=46DC5E5D-AA49-47EF-B04C-57ACAF3DA135&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=606555&GUID=46DC5E5D-AA49-47EF-B04C-57ACAF3DA135", "https://oakland.legistar.com/View.ashx?M=M&ID=606555&GUID=46DC5E5D-AA49-47EF-B04C-57ACAF3DA135", "https://oakland.legistar.com/Calendar.aspx#", "None"
"*Life Enrichment Committee", "5/22/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=606554&GUID=D8496718-74CC-4A31-B995-3323A614826A", "4:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=606554&GUID=D8496718-74CC-4A31-B995-3323A614826A&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=606554&GUID=D8496718-74CC-4A31-B995-3323A614826A", "https://oakland.legistar.com/View.ashx?M=M&ID=606554&GUID=D8496718-74CC-4A31-B995-3323A614826A", "https://oakland.legistar.com/Calendar.aspx#", "None"
"*Public Works Committee", "5/22/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=606553&GUID=5947614A-3C04-4E63-A435-99519A376326", "11:30 AM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=606553&GUID=5947614A-3C04-4E63-A435-99519A376326&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=606553&GUID=5947614A-3C04-4E63-A435-99519A376326", "https://oakland.legistar.com/View.ashx?M=M&ID=606553&GUID=5947614A-3C04-4E63-A435-99519A376326", "https://oakland.legistar.com/Calendar.aspx#", "None"
"*Rules & Legislation Committee", "5/17/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=605740&GUID=0C577D3A-5C8E-4F88-892D-3AF8C936698F", "10:45 AM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=605740&GUID=0C577D3A-5C8E-4F88-892D-3AF8C936698F&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=605740&GUID=0C577D3A-5C8E-4F88-892D-3AF8C936698F", "https://oakland.legistar.com/View.ashx?M=M&ID=605740&GUID=0C577D3A-5C8E-4F88-892D-3AF8C936698F", "https://oakland.legistar.com/Calendar.aspx#", "None"
"*Rules & Legislation Committee", "5/10/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=604550&GUID=6EF163B4-57C9-4290-B66F-F8A467BCF512", "10:45 AM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=604550&GUID=6EF163B4-57C9-4290-B66F-F8A467BCF512&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=604550&GUID=6EF163B4-57C9-4290-B66F-F8A467BCF512", "https://oakland.legistar.com/View.ashx?M=M&ID=604550&GUID=6EF163B4-57C9-4290-B66F-F8A467BCF512", "https://oakland.legistar.com/Calendar.aspx#", "None"
"*Life Enrichment Committee", "5/8/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=604042&GUID=3AA2592E-4C47-412D-9F78-1C26E12A00C8", "4:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=604042&GUID=3AA2592E-4C47-412D-9F78-1C26E12A00C8&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=604042&GUID=3AA2592E-4C47-412D-9F78-1C26E12A00C8", "https://oakland.legistar.com/View.ashx?M=M&ID=604042&GUID=3AA2592E-4C47-412D-9F78-1C26E12A00C8", "https://oakland.legistar.com/Calendar.aspx#", "None"
"*Special Public Works Committee", "5/8/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=604041&GUID=001AFB63-BD4D-4C4D-BCF6-95B57D9272CC", "11:00 AM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=604041&GUID=001AFB63-BD4D-4C4D-BCF6-95B57D9272CC&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=604041&GUID=001AFB63-BD4D-4C4D-BCF6-95B57D9272CC", "https://oakland.legistar.com/View.ashx?M=M&ID=604041&GUID=001AFB63-BD4D-4C4D-BCF6-95B57D9272CC", "https://oakland.legistar.com/Calendar.aspx#", "None"
"*Rules and Legislation Committee - CANCELLED", "5/3/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=602748&GUID=EAF94875-111A-4EC1-AD53-F9F39B5610DD", "10:45 AM", "City Council Chamber, 3rd Floor
CANCELATION NOTICE *** THIS RULES AND LEGISLATION MEETING HAS BEEN CANCELLED. THE NEXT REGULARLY SCHEDULED MEETING OF THE RULES AND LEGISLATION COMMITTEE IS MAY 10, 2018.***", "https://oakland.legistar.com/MeetingDetail.aspx?ID=602748&GUID=EAF94875-111A-4EC1-AD53-F9F39B5610DD&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=602748&GUID=EAF94875-111A-4EC1-AD53-F9F39B5610DD", "None", "None", "None"
"*Rules & Legislation Committee", "4/26/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=601913&GUID=90D6EAB5-B221-45A4-90A3-0378FF77B8DC", "10:45 AM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=601913&GUID=90D6EAB5-B221-45A4-90A3-0378FF77B8DC&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=601913&GUID=90D6EAB5-B221-45A4-90A3-0378FF77B8DC", "https://oakland.legistar.com/View.ashx?M=M&ID=601913&GUID=90D6EAB5-B221-45A4-90A3-0378FF77B8DC", "https://oakland.legistar.com/Calendar.aspx#", "None"
"*Life Enrichment Committee", "4/24/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=601912&GUID=D0C74292-7A67-48EF-A9FF-DBA09B0EF373", "4:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=601912&GUID=D0C74292-7A67-48EF-A9FF-DBA09B0EF373&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=601912&GUID=D0C74292-7A67-48EF-A9FF-DBA09B0EF373", "https://oakland.legistar.com/View.ashx?M=M&ID=601912&GUID=D0C74292-7A67-48EF-A9FF-DBA09B0EF373", "https://oakland.legistar.com/Calendar.aspx#", "None"
"*Public Works Committee", "4/24/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=601911&GUID=1839A69E-DECB-4A2A-944A-A3F018AA742B", "11:30 AM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=601911&GUID=1839A69E-DECB-4A2A-944A-A3F018AA742B&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=601911&GUID=1839A69E-DECB-4A2A-944A-A3F018AA742B", "https://oakland.legistar.com/View.ashx?M=M&ID=601911&GUID=1839A69E-DECB-4A2A-944A-A3F018AA742B", "https://oakland.legistar.com/Calendar.aspx#", "None"
"*Rules & Legislation Committee", "4/19/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=600965&GUID=6855D8EA-95B7-4E85-A1C9-70B3FAF7F3D4", "10:45 AM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=600965&GUID=6855D8EA-95B7-4E85-A1C9-70B3FAF7F3D4&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=600965&GUID=6855D8EA-95B7-4E85-A1C9-70B3FAF7F3D4", "https://oakland.legistar.com/View.ashx?M=M&ID=600965&GUID=6855D8EA-95B7-4E85-A1C9-70B3FAF7F3D4", "https://oakland.legistar.com/Calendar.aspx#", "None"
"*Rules & Legislation Committee", "4/12/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=600027&GUID=C4CE28EE-82EF-4964-A8E9-5869AA47C121", "10:45 AM", "City Council Chamber, 3rd Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=600027&GUID=C4CE28EE-82EF-4964-A8E9-5869AA47C121&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=600027&GUID=C4CE28EE-82EF-4964-A8E9-5869AA47C121", "https://oakland.legistar.com/View.ashx?M=M&ID=600027&GUID=C4CE28EE-82EF-4964-A8E9-5869AA47C121", "https://oakland.legistar.com/Calendar.aspx#", "None"
"*Life Enrichment Committee", "4/10/2018", "https://oakland.legistar.com/View.ashx?M=IC&ID=600026&GUID=19744E3B-FF7E-4639-AE01-94C92D3B0707", "4:00 PM", "Sgt. Mark Dunakin Room - 1st Floor", "https://oakland.legistar.com/MeetingDetail.aspx?ID=600026&GUID=19744E3B-FF7E-4639-AE01-94C92D3B0707&Options=info&Search=", "https://oakland.legistar.com/View.ashx?M=A&ID=600026&GUID=19744E3B-FF7E-4639-AE01-94C92D3B0707", "https://oakland.legistar.com/View.ashx?M=M&ID=600026&GUID=19744E3B-FF7E-4639-AE01-94C92D3B0707", "https://oakland.legistar.com/Calendar.aspx#", "None"
